Date,Close,Predictions
2022-03-22,12.0,12.33077
2022-03-23,12.0,12.331564
2022-03-24,12.0,12.332432
2022-03-25,12.0,12.333315
2022-03-28,12.0,12.334166
2022-03-29,12.0,12.334955
2022-03-30,12.0,12.335667
2022-03-31,12.0,12.336285
2022-04-01,12.0,12.336809
2022-04-04,11.84000015258789,12.337244
2022-04-05,11.84000015258789,12.323701
2022-04-06,11.84000015258789,12.304207
2022-04-07,11.84000015258789,12.282048
2022-04-08,11.84000015258789,12.259535
2022-04-11,11.84000015258789,12.238209
2022-04-12,11.84000015258789,12.219034
2022-04-13,11.84000015258789,12.202535
2022-04-14,11.84000015258789,12.188908
2022-04-18,11.84000015258789,12.178117
2022-04-19,11.84000015258789,12.169973
2022-04-20,11.84000015258789,12.16419
2022-04-21,11.84000015258789,12.160431
2022-04-22,11.84000015258789,12.158339
2022-04-25,11.84000015258789,12.157573
2022-04-26,11.84000015258789,12.15781
2022-04-27,11.84000015258789,12.1587715
2022-04-28,11.84000015258789,12.160233
2022-04-29,11.84000015258789,12.161972
2022-05-02,11.84000015258789,12.16383
2022-05-03,11.84000015258789,12.165685
2022-05-04,11.84000015258789,12.167449
2022-05-05,11.84000015258789,12.1690645
2022-05-06,9.09000015258789,12.170495
2022-05-09,9.09000015258789,11.931395
2022-05-10,9.119999885559082,11.587229
2022-05-11,9.119999885559082,11.201539
2022-05-12,9.119999885559082,10.812417
2022-05-13,9.119999885559082,10.445562
2022-05-16,9.119999885559082,10.116824
2022-05-17,9.119999885559082,9.834637
2022-05-18,9.119999885559082,9.601973
2022-05-19,9.119999885559082,9.417938
2022-05-20,9.729999542236328,9.279059
2022-05-23,9.729999542236328,9.230081
2022-05-24,9.729999542236328,9.239451
2022-05-25,9.729999542236328,9.288211
2022-05-26,9.729999542236328,9.361375
2022-05-27,9.729999542236328,9.447352
2022-05-31,9.729999542236328,9.537438
2022-06-01,9.729999542236328,9.625364
2022-06-02,9.729999542236328,9.706888
2022-06-03,9.729999542236328,9.779407
2022-06-06,9.729999542236328,9.841594
2022-06-07,9.729999542236328,9.8931
2022-06-08,9.729999542236328,9.934259
2022-06-09,9.729999542236328,9.9658785
2022-06-10,9.729999542236328,9.989038
2022-06-13,9.729999542236328,10.004962
2022-06-14,9.729999542236328,10.014895
2022-06-15,9.729999542236328,10.02004
2022-06-16,9.729999542236328,10.0215
2022-06-17,9.729999542236328,10.020251
2022-06-21,9.729999542236328,10.017128
2022-06-22,9.729999542236328,10.012819
2022-06-23,9.729999542236328,10.007879
2022-06-24,9.729999542236328,10.002731
2022-06-27,9.729999542236328,9.997692
2022-06-28,9.729999542236328,9.992977
2022-06-29,9.729999542236328,9.988728
2022-06-30,9.729999542236328,9.985019
2022-07-01,9.729999542236328,9.981878
2022-07-05,9.729999542236328,9.979297
2022-07-06,9.729999542236328,9.977241
2022-07-07,9.729999542236328,9.97566
2022-07-08,9.729999542236328,9.974495
2022-07-11,9.729999542236328,9.973683
2022-07-12,9.729999542236328,9.973161
2022-07-13,9.729999542236328,9.97287
2022-07-14,9.729999542236328,9.972758
2022-07-15,9.729999542236328,9.972777
2022-07-18,9.729999542236328,9.972888
2022-07-19,9.729999542236328,9.973059
2022-07-20,9.729999542236328,9.973263
2022-07-21,9.729999542236328,9.97348
2022-07-22,9.729999542236328,9.973696
2022-07-25,9.729999542236328,9.973899
2022-07-26,9.729999542236328,9.974085
2022-07-27,9.729999542236328,9.974246
2022-07-28,9.729999542236328,9.974382
2022-07-29,9.729999542236328,9.974496
2022-08-01,9.729999542236328,9.974586
2022-08-02,9.729999542236328,9.974654
2022-08-03,9.729999542236328,9.974705
2022-08-04,9.729999542236328,9.974711
2022-08-05,9.729999542236328,9.97471
2022-08-08,9.729999542236328,9.974706
2022-08-09,9.729999542236328,9.974697
2022-08-10,9.729999542236328,9.974687
2022-08-11,9.729999542236328,9.974675
2022-08-12,9.729999542236328,9.974665
2022-08-15,9.729999542236328,9.974654
2022-08-16,9.729999542236328,9.974646
2022-08-17,9.729999542236328,9.974638
2022-08-18,9.729999542236328,9.974638
2022-08-19,9.729999542236328,9.974638
2022-08-22,9.729999542236328,9.974638
2022-08-23,9.729999542236328,9.974638
2022-08-24,9.729999542236328,9.974638
2022-08-25,9.729999542236328,9.974638
2022-08-26,9.729999542236328,9.974638
2022-08-29,9.729999542236328,9.974638
2022-08-30,9.729999542236328,9.974638
2022-08-31,9.729999542236328,9.974638
2022-09-01,9.729999542236328,9.974638
2022-09-02,9.729999542236328,9.974638
2022-09-06,9.729999542236328,9.974638
2022-09-07,9.729999542236328,9.974638
2022-09-08,9.729999542236328,9.974638
2022-09-09,9.729999542236328,9.974638
2022-09-12,9.729999542236328,9.974638
2022-09-13,9.729999542236328,9.974638
2022-09-14,9.729999542236328,9.974638
2022-09-15,9.729999542236328,9.974638
2022-09-16,9.729999542236328,9.974638
2022-09-19,9.729999542236328,9.974638
2022-09-20,9.729999542236328,9.974638
2022-09-21,9.729999542236328,9.974638
2022-09-22,9.729999542236328,9.974638
2022-09-23,9.729999542236328,9.974638
2022-09-26,9.729999542236328,9.974638
2022-09-27,9.729999542236328,9.974638
2022-09-28,9.729999542236328,9.974638
2022-09-29,9.729999542236328,9.974638
2022-09-30,9.729999542236328,9.974638
2022-10-03,9.729999542236328,9.974638
2022-10-04,9.729999542236328,9.974638
2022-10-05,9.729999542236328,9.974638
2022-10-06,9.729999542236328,9.974638
2022-10-07,9.729999542236328,9.974638
